what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1565256137038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1565256139147
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565256139866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256142631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1565256144725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256156897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256159819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256171131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256177178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256182116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256195959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256196975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1565256202366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1565256205803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1565256212225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1565256215178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1565256219303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1565256243928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1565256245413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1565256248975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1565256252256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1565256252928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256258881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256263334
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1565256264600
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1565256267584
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.debug",1565256268491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256308850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256341616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256341647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256343975
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1565256344100
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1565256344194
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1565256345038
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1565256345350
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1565256345600
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1565256345631
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1565256345850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256347491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256347491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256347569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256358319
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1565256360366
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1565256360506
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1565256360647
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1565256360709
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1565256360788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256362038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256362038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256362100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256399319
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1565256405225
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1565256405381
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1565256405538
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1565256405663
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1565256405678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256406959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256406959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256407022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256453381
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1565256456241
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1565256456241
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565256461631
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1565256463959
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565256465178
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1565256465178
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1565256465194
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1565256465194
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1565256465209
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565256465225
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565256466272
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565256467475
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565256467475
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565256467553
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565256467616
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1565256467678
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565256467709
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565256467741
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565256467772
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1565256471819
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565256473241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256643772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256645381
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1565256647069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256648381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256650147
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565256652522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256676709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256678038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256678288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256681584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256687178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256693944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256696756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256701663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1565256701678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256704866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256847553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256847944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565256858709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258492846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258493232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258505414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258505459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258508311
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1565258508926
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1565258509512
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258510087
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1565258514279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258517076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258517386
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258518452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258522618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258526927
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258527196
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258527330
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258528490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258530489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258538960
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258539240
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258539314
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258540850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258543051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258553677
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258553888
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258554018
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258555805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258558026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258579401
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1565258579441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258639296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258643806
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258643994
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258644080
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258646164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258650320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258659561
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258659700
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258659783
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258660752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258663257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258669337
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258669498
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258669573
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258670819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258672513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258679146
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258679314
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258679370
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258680558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258683262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258686541
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258686642
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258686814
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258690013
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258690179
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258690246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1565258693254
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258693609
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258693753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1565258695525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1565258699041
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258704758
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258705564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1565258707310
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258737951
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258738166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1565258740936
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258741758
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258741978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1565258744495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1565258745438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1565258753794
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1565258756340
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565258756600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1565258759498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1565258763456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1565258766570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258785221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565258785326
